"Id";"Name";"Account Name";"Login";"Password";"Pass Is Reset";"Dealer OPICS Id";"Dealer OPICS Name";"Flags";"Market State";"IB Is On";"IB Commission (pts)";"IB Password";"IP Filter On";"IP Filter";"Ext info";"Group For Hedge";"Don't check in PK";
"171";"glbx2";"GLBX";"glbx2";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"194.59.186.11;192.168.203.36;192.168.205.36";"";"Clients narrow";"No";
"172";"glbx3";"GLBX";"glbx3";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"194.59.186.11;192.168.203.36;192.168.205.36";"";"Clients narrow";"No";
"307";"glbx4";"GLBX";"glbx4";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"109.188.126.0/20; 194.59.186.11;192.168.203.37; 192.168.203.36;192.168.205.37;192.168.205.36";"";"Clients narrow";"No";
"298";"gnbm.bbg";"GNBM";"gnbm.bbg";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"436";"gouk..ebsd2";"GOUK";"gouk.ebsd2";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = GOUK";"EBS Direct Onshore";"No";
"437";"gouk.ebsdfa";"GOUK";"gouk.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = GOUK";"EBS Direct FA";"No";
"453";"grnt1";"GRNT";"grnt1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"433";"gzpb.ebsd2";"GZPB";"gzpb.ebsd2";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = GZPB";"EBS Direct Onshore";"No";
"432";"gzpb.ebsdfa";"GZPB";"gzpb.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = GZPB";"EBS Direct FA";"No";
"140";"hbcy1";"HBCY";"hbcy1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"10.4.49.105";"";"Clients narrow";"No";
"213";"hbru1";"HBRU";"hbru1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"81.90.0.0/20; 195.96.173.0/24;192.168.203.38; 192.168.203.39;192.168.205.38; 192.168.205.39";"HELLENIC BANK RUSSIA";"Clients narrow";"No";
"299";"ibam.bbg";"IBAM";"ibam.bbg";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"174";"ibbm1";"IBBM";"ibbm1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"199";"idcb1";"IDCB";"idcb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"195.96.173.10;81.90.0.0/20;192.168.203.40;192.168.203.38;192.168.205.40;192.168.205.38";"Baltika Commercial Bank OAO (Open from 25.09.2014)";"Clients narrow";"No";
"45";"imbx.360t";"IMBX";"imbx.360t";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = UniCredit Bank Russia";"FOK Quote";"No";
"13";"imbx.bbg";"IMBX";"imbx.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"355";"incm.bbg";"INCM";"incm.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"336";"incm.stp";"INCM";"incm.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";" Not Set ";"No";
"331";"incm1";"INCM";"incm1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"332";"incm2";"INCM";"incm2";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"386";"incm3";"INCM";"incm3";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"46";"ingr.bbg";"INGR";"ingr.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"387";"ingr1";"INGR";"ingr1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"ING bank";"Clients narrow";"No";
"136";"inpg.stp";"INPG";"inpg.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"195.68.152.1;192.168.203.9;192.168.205.9";"";" Not Set ";"No";
"99";"inpg1";"INPG";"inpg1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"217.21.208.0/20;192.168.203.41;192.168.205.41";"";"Clients narrow";"No";
"106";"inpg2";"INPG";"inpg2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"217.21.208.0/20;192.168.203.41;192.168.205.41";"";"Clients narrow";"No";
"228";"inpg3";"INPG";"inpg3";"";"Yes";"";"";"";"Open";"No";"0";"";"Yes";"217.21.208.0/20;192.168.203.41;192.168.205.41";"";"Clients narrow";"No";
"21";"INT";"INT";"INT";"";"";"";"";"";"Open";"No";"0";"";"No";"";"INT0: stream_id = RZBM";"INT Stream";"No";
"48";"INT2";"TOXIC";"INT2";"";"";"";"";"";"Open";"No";"0";"";"No";"";"INT0: stream_id = RZBM2";"Novm.int";"No";
"330";"INT3";"INT Vest";"INT3";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"INT0: stream_id = RZBM3";"VEST Stream";"No";
"142";"itbk.bbg";"ITBK";"itbk.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"135";"itbk.stp";"ITBK";"itbk.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"172.16.1.221;193.39.249.20;192.168.203.42;192.168.205.42";"";" Not Set ";"No";
"102";"itbk1";"ITBK";"itbk1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.39.249.0/24;192.168.203.43;192.168.205.43";"";"Clients narrow";"No";
"125";"itbk2";"ITBK";"itbk2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.39.249.0/24;192.168.203.43;192.168.205.43";"";"Clients narrow";"No";
"126";"itbk3";"ITBK";"itbk3";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.39.249.0/24;192.168.203.43;192.168.205.43";"";"Clients narrow";"No";
"134";"itbk4";"ITBK";"itbk4";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.39.249.0/24;192.168.203.43;192.168.205.43";"";"Clients narrow";"No";
"358";"kbaz1";"KBAZ";"kbaz1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"425";"kdbu1";"KDBU";"kdbu1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients wide";"No";
"455";"kdbu2";"KDBU";"kdbu2";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients wide";"No";
"25";"khma.bbg";"KHMA";"khma.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"29";"khma.fxp";"KHMA";"khma.fxp";"";"";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Don't validate";"Open";"No";"0";"";"No";"";"";"OFCB Stream";"No";
"110";"khma.stp";"KHMA";"khma.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"84.47.169.14;213.247.128.128;192.168.203.44;192.168.203.45;192.168.205.44;192.168.205.45";"";" Not Set ";"No";
"111";"khma1";"KHMA";"khma1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"84.47.169.14; 194.84.109.248;192.168.203.44; 192.168.203.46;192.168.205.44; 192.168.205.46";"";"ALFN Stream";"No";
"112";"khma2";"KHMA";"khma2";"";"Yes";"";"";"";"Open";"No";"0";"";"Yes";"84.47.169.14; 194.84.109.248;192.168.203.44; 192.168.203.46;192.168.205.44; 192.168.205.46";"";"ALFN Stream";"No";
"414";"kicb1";"KICB";"kicb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"203";"kkpb1";"KKPB";"kkpb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"217";"kolt1";"KOLT";"kolt1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"195.182.28.0/24;192.168.203.47;192.168.205.47";"Кольцо Урала,09.10.2014";"Clients narrow";"No";
"326";"kras.bbg";"KRAS";"kras.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"367";"lbrt.bbg";"LBRT";"lbrt.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"216";"lbrt1";"LBRT";"lbrt1";"";"No";"";"";"No Better Prices";"Open";"No";"0";"";"Yes";"91.234.228.250,213.131.34.0/24;192.168.203.48,192.168.203.49;192.168.205.48,192.168.205.49";"JSC Liberty Bank
213.131.34.0/24 - прописал,т.к клиент подключался с данного IP,требуется уточнить IP перед OPEN
";"Clients wide";"No";
"316";"lbrt2";"LBRT";"lbrt2";"";"No";"";"";"No Better Prices";"Open";"No";"0";"";"No";"91.234.228.250,213.131.34.0/24;192.168.203.48,192.168.203.49;192.168.205.48,192.168.205.49";"JSC Liberty Bank
213.131.34.0/24 - прописал,т.к клиент подключался с данного IP,требуется уточнить IP перед OPEN
";"Clients wide";"No";
"360";"lenb1";"LENB";"lenb1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"85";"lent.bbg";"LENT";"lent.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"163";"levb1";"LEVB";"levb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"212.17.30.194;192.168.203.50;192.168.205.50";"zss@nskbl.ru";"Clients narrow";"No";
"186";"loko1";"LOKO";"loko1";"";"No";"";"";"No Better Prices";"Open";"No";"0";"";"Yes";"91.205.180.73;192.168.203.51;192.168.205.51";"Локо Банк.Создан 05.09.2014.";"Clients narrow";"No";
"403";"ltbr1";"LTBR";"ltbr1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"347";"mabm.api";"MABM";"mabm.api";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"Yes";"213.79.64.0/18;109.188.124.0/22;80.253.24.248;192.168.203.52;192.168.203.53;192.168.203.54;192.168.205.52;192.168.205.53;192.168.205.54";"INTERNATIONAL JOINT STOCK BANK";"MABM Stream";"No";
"258";"mabm.stp";"MABM";"mabm.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"213.79.64.0/18;192.168.203.52;192.168.205.52";"INTERNATIONAL JOINT STOCK BANK";"MABM Stream";"No";
"222";"mabm1";"MABM";"mabm1";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"213.79.64.0/18;109.188.124.0/22;192.168.203.52;192.168.203.53;192.168.205.52;192.168.205.53";"INTERNATIONAL JOINT STOCK BANK";"MABM Stream";"No";
"257";"mabm2";"MABM";"mabm2";"";"No";"";"";"No Better Prices";"Indicative";"No";"0";"";"Yes";"213.79.64.0/18;109.188.124.0/22;178.209.98.210;192.168.203.52;192.168.203.53;192.168.205.52;192.168.203.37";"INTERNATIONAL JOINT STOCK BANK";"MABM Stream";"No";
"348";"mabm2.api";"MABM";"mabm2.api";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"Yes";"213.79.64.0/18;109.188.124.0/22;80.253.24.248;192.168.203.52;192.168.203.53;192.168.205.52;192.168.205.53";"INTERNATIONAL JOINT STOCK BANK";"MABM Stream";"No";
"402";"mbrd.bbg";"MBRD";"mbrd.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"333";"mcap1";"MCAP";"mcap1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"MASTER-CAPITAL - подключен 23.03.2015";"Clients narrow";"No";
"300";"mcbr.bbg";"MCBR";"mcbr.bbg";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"49";"MCX";"MCX";"MCX";"";"";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";" Not Set ";"No";
"43";"mdmb.360t";"MDMB";"mdmb.360t";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = MDM BANK";"FOK Quote";"No";
"54";"mdmb.bbg";"MDMB";"mdmb.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"91";"mdmb.fxp";"MDMB";"mdmb.fxp";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals, Don't validate";"Open";"No";"0";"";"No";"";"";"MDM Stream";"No";
"66";"mdmb1";"MDMB";"mdmb1";"";"";"";"";"";"Open";"No";"0";"";"Yes";"194.176.100.68";"";"MDM Stream";"No";
"67";"mdmb2";"MDMB";"mdmb2";"";"";"";"";"";"Open";"No";"0";"";"Yes";"194.176.100.68";"";"MDM Stream";"No";
"153";"mein.api";"MEIN";"mein.api";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"MEIN Stream";"No";
"274";"mein.bbg";"MEIN";"mein.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"168";"mein1";"MEIN";"mein1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"MEIN Stream";"No";
"262";"mein1_test";"MEIN_TEST";"mein1_test";"";"No";"";"";"Deleted";"Open";"No";"0";"";"No";"";"";"Corporates 360t";"No";
"260";"mein2";"MEIN";"mein2";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"MEIN Stream";"No";
"264";"mein3";"MEIN";"mein3";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"MEIN Stream";"No";
"408";"miab.bbg";"MIAB";"miab.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"194";"mikb1";"MIKB";"mikb1";"";"No";"";"";"Deleted";"Indicative";"No";"0";"";"No";"91.227.185.0/24";"BC MOLDINDCONBANK SA, MOLDOVA";" Not Set ";"No";
"223";"mikb2";"MIKB";"mikb2";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"91.227.185.0/24;192.168.203.56;192.168.205.56";"BC MOLDINDCONBANK SA, MOLDOVA";"Clients narrow";"No";
"224";"mikb3";"MIKB";"mikb3";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"91.227.185.0/24;192.168.203.56;192.168.205.56";"BC MOLDINDCONBANK SA, MOLDOVA";"Clients narrow";"No";
"225";"mikb4";"MIKB";"mikb4";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"91.227.185.0/24;192.168.203.56;192.168.205.56";"BC MOLDINDCONBANK SA, MOLDOVA";"Clients narrow";"No";
"226";"mikb5";"MIKB";"mikb5";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"91.227.185.0/24;192.168.203.56;192.168.205.56";"BC MOLDINDCONBANK SA, MOLDOVA";"Clients narrow";"No";
"227";"mikb6";"MIKB";"mikb6";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"Yes";"91.227.185.0/24;192.168.203.56;192.168.205.56";"BC MOLDINDCONBANK SA, MOLDOVA";"Clients narrow";"No";
"409";"milb.bbg";"MILB";"milb.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"410";"milb.bbg non-trade";"MILB";"milb.bbg non-trade";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"";"Ренесанс констракшен зао";"Corporates BBG";"No";
"411";"mimh.bbg";"MIMH";"mimh.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"412";"mios.bbg";"MIOS";"mios.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"413";"mius.bbg";"MIUS";"mius.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"301";"mmbm.bbg";"MMBM";"mmbm.bbg";"";"Yes";"";"";"No Better Prices";"Indicative";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"150";"mmpb1";"MMPB";"mmpb1";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"91.230.82.241;192.168.203.57;192.168.205.57";"";"Clients narrow";"No";
"361";"mvkb1";"MVKB";"mvkb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"138";"nacr1";"NACR";"nacr1";"";"No";"";"";"Deleted";"Open";"No";"0";"";"Yes";"217.69.207.144/28;195.151.113.128/26";"217.69.207.144/28
195.151.113.128/26

";" Not Set ";"No";
"309";"nbdb1";"NBDB";"nbdb1";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"";"Clients narrow";"No";
"334";"ncag.bbg";"NCAG";"ncag.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"14";"ndbm.bbg";"NDBM";"ndbm.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"34";"ndbm.stp";"NDBM";"ndbm.stp";"";"";"";"";"";"Indicative";"No";"0";"";"No";"";"";" Not Set ";"No";
"27";"ndbm1";"NDBM";"ndbm1";"";"";"";"";"";"Open";"No";"0";"";"Yes";"194.190.102.0/24;83.242.145.160/27;83.229.211.128/27;192.168.203.58;192.168.203.59;192.168.203.60;192.168.205.58;192.168.205.59;192.168.205.60";"";"Clients narrow";"No";
"33";"ndbm2";"NDBM";"ndbm2";"";"";"";"";"";"Open";"No";"0";"";"Yes";"194.190.102.0/24;83.242.145.160/27;83.229.211.128/27;192.168.203.58;192.168.203.59;192.168.203.60;192.168.205.58;192.168.205.59;192.168.205.60";"";"Clients narrow";"No";
"121";"neal1";"NEAL";"neal1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"212.44.128.0/19;192.168.203.61;192.168.205.61";"";"Clients narrow";"No";
"51";"nmos.360t";"NMOS";"nmos.360t";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = NOMOS BANK";"FOK Quote";"No";
"182";"norx.bbg";"NORX";"norx.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"249";"nota1";"NOTA";"nota1";"";"Yes";"";"";"";"Open";"No";"0";"";"Yes";"83.234.0.0/16;192.168.203.62;192.168.205.62";"NOTA-BANK";"Clients narrow";"No";
"256";"nota2";"NOTA";"nota2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"83.234.0.0/16;192.168.203.62;192.168.205.62";"NOTA-BANK";"Clients narrow";"No";
"9";"novm.bbg";"NOVM";"novm.bbg";"";"";"1024";"2048";"No Better Prices, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"22";"novm.int";"NOVM";"novm.int";"";"";"";"";"No Better Prices, Exclude My STP Deals, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = NOVIKOM";"Novm.int";"No";
"35";"novm.stp";"NOVM";"novm.stp";"";"";"";"";"";"Indicative";"No";"0";"";"No";"";"";" Not Set ";"No";
"250";"novm.trd";"NOVM";"novm.trd";"";"No";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"";"Novm.trd";"No";
"7";"novm1";"NOVM";"novm1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"212.44.128.0/19,86.62.64.0/18;192.168.203.61,192.168.203.63;192.168.205.61,192.168.205.63";"";"Novm.trd";"No";
"64";"novm2";"NOVM";"novm2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"212.44.128.0/19,86.62.64.0/18;192.168.203.61,192.168.203.63;192.168.205.61,192.168.205.63";"";"Novm.trd";"No";
"354";"nrbk1";"NRBK";"nrbk1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"185";"obim1";"OBIM";"obim1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"285";"obrm.int";"OBRM";"obrm.int";"";"Yes";"";"";"No Better Prices, Exclude My STP Deals, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = OBRM";"Novm.int";"No";
"239";"obrm.stp";"OBRM";"obrm.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"195.35.108.0/26;192.168.203.64;192.168.205.64";"банк Образование";" Not Set ";"No";
"238";"obrm1";"OBRM";"obrm1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"195.35.108.0/26;192.168.203.64;192.168.205.64";"банк Образование.Завести коконат как заведут в WSS!!!";"Clients narrow";"No";
"128";"ocsp1";"OCSP";"ocsp1";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"80.246.252.18;192.168.203.65;192.168.205.65";"";"Clients narrow";"No";
"214";"ofcb.fxp";"OFCB";"ofcb.fxp";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Don't validate";"Open";"No";"0";"";"Yes";"195.146.82.186;192.168.203.66;192.168.205.66";"";"OFCB Stream";"No";
"211";"ofcb.stp";"OFCB";"ofcb.stp";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"193.138.82.0/24,91.208.166.0/24;192.168.203.67,192.168.203.68;192.168.205.67,192.168.205.68";"Открытие фин корпорация";" Not Set ";"No";
"205";"ofcb1";"OFCB";"ofcb1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"193.138.82.0/24,91.208.166.0/24;192.168.203.67,192.168.203.68;192.168.205.67,192.168.205.68";"Bank Otkritie Financial Corporation";"ALFN Stream";"No";
"122";"orgb1";"ORGB";"orgb1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"Yes";"196.196.196.40;192.168.203.69;192.168.205.69";"";"Clients narrow";"No";
"18";"otkr.bbg";"OTKR";"otkr.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"440";"otkr.ebsd2";"OFCB";"otkr.ebsd2";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD2: alias = OTKR";"EBS Direct Onshore";"No";
"441";"otkr.ebsdfa";"OFCB";"otkr.ebsdfa";"";"No";"";"";"No Better Prices, Own Deals, Own STP Deals, Exclude My Deals, Exclude My STP Deals";"Open";"No";"0";"";"No";"";"EBSD FA: alias = OTKR";"EBS Direct FA";"No";
"90";"otkr.int";"OTKR";"otkr.int";"";"Yes";"";"";"No Better Prices, Don't validate";"Open";"No";"0";"";"No";"";"INT0: alias = OTKR";"Clients narrow";"No";
"429";"otmb1";"OTMB";"otmb1";"";"Yes";"";"";"Deleted";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"26";"otpm.bbg";"OTPM";"otpm.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"107";"otpm1";"OTPM";"otpm1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"194.50.120.243;194.50.120.247;194.50.120.248;194.50.120.250;194.50.120.251;192.168.203.70;192.168.203.71;192.168.203.72;192.168.203.73;192.168.203.74;192.168.205.70;192.168.205.71;192.168.205.72;192.168.205.73;192.168.205.74";"";"Clients narrow Crazy";"No";
"108";"otpm2";"OTPM";"otpm2";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"194.50.120.243;194.50.120.247;194.50.120.248;194.50.120.250;194.50.120.251;192.168.203.70;192.168.203.71;192.168.203.72;192.168.203.73;192.168.203.74;192.168.205.70;192.168.205.71;192.168.205.72;192.168.205.73;192.168.205.74";"";"Clients narrow Crazy";"No";
"120";"otpm3";"OTPM";"otpm3";"";"No";"";"";"";"Indicative";"No";"0";"";"Yes";"194.50.120.243;194.50.120.247;194.50.120.248;194.50.120.250;194.50.120.251;192.168.203.70;192.168.203.71;192.168.203.72;192.168.203.73;192.168.203.74;192.168.205.70;192.168.205.71;192.168.205.72;192.168.205.73;192.168.205.74";"";"Clients narrow Crazy";"No";
"376";"pari1";"PARI";"pari1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"23";"pbaz.bbg";"PBAZ";"pbaz.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"401";"pbtm1";"PBTM";"pbtm1";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"344";"phag.bbg";"PHAG";"phag.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"340";"plgd.bbg";"PGLD";"plgd.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"Corporates BBG";"No";
"87";"pmiz.360t";"PMIZ";"pmiz.360t";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = PM Izhora
360T_RFQ: alias = PM Izhora";"Corporates 360t";"No";
"97";"pmkb.360t";"PMKB";"pmkb.360t";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = PM Kuban
360T_RFQ: alias = PM Kuban";"Corporates 360t";"No";
"86";"pmsm.360t";"PMSM";"pmsm.360t";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"360T: alias = PM S and M
360T_RFQ: alias = PM S and M";"Corporates 360t";"No";
"267";"poscorr";"SPOT02";"poscorr";"";"No";"";"";"";"Open";"No";"0";"";"No";"";"для корректировок";" Not Set ";"No";
"392";"prag1";"PRAG";"prag1";"";"No";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"393";"prag2";"PRAG";"prag2";"";"Yes";"";"";"";"Indicative";"No";"0";"";"No";"";"";"Clients narrow";"No";
"15";"prbm.bbg";"PRBM";"prbm.bbg";"";"";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"343";"prmt.bbg";"PRMT";"prmt.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"115";"prmt1";"PRMT";"prmt1";"";"No";"";"";"";"Open";"No";"0";"";"Yes";"92.50.219.161;192.168.203.75;192.168.205.75";"";"Clients narrow";"No";
"252";"prob.bbg";"PROB";"prob.bbg";"";"Yes";"";"";"No Better Prices";"Open";"No";"0";"";"No";"";"BBG0: enabled";"FOK Quote";"No";
"253";"prob1";"PROB";"prob1";"";"Yes";"";"";"";"Open";"No";"0";"";"No";"";"Пробизнесбанк";"Clients narrow";"No";
